year,month,date,datetime,dateName,sunLongitude
2020,08,2020-08-23,2020-08-23 00:45,처서,150
2020,09,2020-09-07,2020-09-07 13:08,백로,165
2020,09,2020-09-22,2020-09-22 22:31,추분,180
2020,10,2020-10-08,2020-10-08 04:55,한로,195
2020,10,2020-10-23,2020-10-23 08:00,상강,210
2020,11,2020-11-07,2020-11-07 08:14,입동,225
2020,11,2020-11-22,2020-11-22 05:40,소설,240
2020,12,2020-12-07,2020-12-07 01:09,대설,255
2020,12,2020-12-21,2020-12-21 19:02,동지,270
2021,01,2021-01-05,2021-01-05 12:23,소한,
2021,01,2021-01-20,2021-01-20 05:40,대한,
2021,02,2021-02-03,2021-02-03 23:59,입춘,
2021,02,2021-02-18,2021-02-18 19:44,우수,
2021,03,2021-03-05,2021-03-05 17:54,경칩,
2021,03,2021-03-20,2021-03-20 18:37,춘분,
2021,04,2021-04-04,2021-04-04 22:35,청명,
2021,04,2021-04-20,2021-04-20 05:33,곡우,
2021,05,2021-05-05,2021-05-05 15:47,입하,
2021,05,2021-05-21,2021-05-21 04:37,소만,
2021,06,2021-06-05,2021-06-05 19:52,망종,
2021,06,2021-06-21,2021-06-21 12:32,하지,
2021,07,2021-07-07,2021-07-07 06:05,소서,
2021,07,2021-07-22,2021-07-22 23:26,대서,
2021,08,2021-08-07,2021-08-07 15:54,입추,
2021,08,2021-08-23,2021-08-23 06:35,처서,
2021,09,2021-09-07,2021-09-07 18:53,백로,
2021,09,2021-09-23,2021-09-23 04:21,추분,
2021,10,2021-10-08,2021-10-08 10:39,한로,
2021,10,2021-10-23,2021-10-23 13:51,상강,
2021,11,2021-11-07,2021-11-07 13:59,입동,
2021,11,2021-11-22,2021-11-22 11:34,소설,
2021,12,2021-12-07,2021-12-07 06:57,대설,
2021,12,2021-12-22,2021-12-22 00:59,동지,
2022,01,2022-01-05,2022-01-05 18:14,소한,285
2022,01,2022-01-20,2022-01-20 11:39,대한,300
2022,02,2022-02-04,2022-02-04 05:51,입춘,315
2022,02,2022-02-19,2022-02-19 01:43,우수,330
2022,03,2022-03-05,2022-03-05 23:44,경칩,345
2022,03,2022-03-21,2022-03-21 00:33,춘분,0
2022,04,2022-04-05,2022-04-05 04:20,청명,15
2022,04,2022-04-20,2022-04-20 11:24,곡우,30
2022,05,2022-05-05,2022-05-05 21:26,입하,45
2022,05,2022-05-21,2022-05-21 10:23,소만,60
2022,06,2022-06-06,2022-06-06 01:26,망종,75
2022,06,2022-06-21,2022-06-21 18:14,하지,90
2022,07,2022-07-07,2022-07-07 11:38,소서,105
2022,07,2022-07-23,2022-07-23 05:07,대서,120
2022,08,2022-08-07,2022-08-07 21:29,입추,135
2022,08,2022-08-23,2022-08-23 12:16,처서,150
2022,09,2022-09-08,2022-09-08 00:32,백로,165
2022,09,2022-09-23,2022-09-23 10:04,추분,180
2022,10,2022-10-08,2022-10-08 16:22,한로,195
2022,10,2022-10-23,2022-10-23 19:36,상강,210
2022,11,2022-11-07,2022-11-07 19:45,입동,225
2022,11,2022-11-22,2022-11-22 17:20,소설,240
2022,12,2022-12-07,2022-12-07 12:46,대설,255
2022,12,2022-12-22,2022-12-22 06:48,동지,270
2023,01,2023-01-06,2023-01-06 00:05,소한,
2023,01,2023-01-20,2023-01-20 17:30,대한,
2023,02,2023-02-04,2023-02-04 11:43,입춘,
2023,02,2023-02-19,2023-02-19 07:34,우수,
2023,03,2023-03-06,2023-03-06 05:36,경칩,
2023,03,2023-03-21,2023-03-21 06:24,춘분,
2023,04,2023-04-05,2023-04-05 10:13,청명,
2023,04,2023-04-20,2023-04-20 17:14,곡우,
2023,05,2023-05-06,2023-05-06 03:19,입하,
2023,05,2023-05-21,2023-05-21 16:09,소만,
2023,06,2023-06-06,2023-06-06 07:18,망종,
2023,06,2023-06-21,2023-06-21 23:58,하지,
2023,07,2023-07-07,2023-07-07 17:31,소서,
2023,07,2023-07-23,2023-07-23 10:50,대서,
2023,08,2023-08-08,2023-08-08 03:23,입추,
2023,08,2023-08-23,2023-08-23 18:01,처서,
2023,09,2023-09-08,2023-09-08 06:27,백로,
2023,09,2023-09-23,2023-09-23 15:50,추분,
2023,10,2023-10-08,2023-10-08 22:16,한로,
2023,10,2023-10-24,2023-10-24 01:21,상강,
2023,11,2023-11-08,2023-11-08 01:36,입동,
2023,11,2023-11-22,2023-11-22 23:03,소설,
2023,12,2023-12-07,2023-12-07 18:33,대설,
2023,12,2023-12-22,2023-12-22 12:27,동지,
2024,01,2024-01-06,2024-01-06 05:49,소한,285
2024,01,2024-01-20,2024-01-20 23:07,대한,300
2024,02,2024-02-04,2024-02-04 17:27,입춘,315
2024,02,2024-02-19,2024-02-19 13:13,우수,330
2024,03,2024-03-05,2024-03-05 11:23,경칩,345
2024,03,2024-03-20,2024-03-20 12:06,춘분,0
2024,04,2024-04-04,2024-04-04 16:02,청명,15
2024,04,2024-04-19,2024-04-19 23:00,곡우,30
2024,05,2024-05-05,2024-05-05 09:10,입하,45
2024,05,2024-05-20,2024-05-20 22:00,소만,60
2024,06,2024-06-05,2024-06-05 13:10,망종,75
2024,06,2024-06-21,2024-06-21 05:51,하지,90
2024,07,2024-07-06,2024-07-06 23:20,소서,105
2024,07,2024-07-22,2024-07-22 16:44,대서,120
2024,08,2024-08-07,2024-08-07 09:09,입추,135
2024,08,2024-08-22,2024-08-22 23:55,처서,150
2024,09,2024-09-07,2024-09-07 12:11,백로,165
2024,09,2024-09-22,2024-09-22 21:44,추분,180
2024,10,2024-10-08,2024-10-08 04:00,한로,195
2024,10,2024-10-23,2024-10-23 07:15,상강,210
2024,11,2024-11-07,2024-11-07 07:20,입동,225
2024,11,2024-11-22,2024-11-22 04:56,소설,240
2024,12,2024-12-07,2024-12-07 00:17,대설,255
2024,12,2024-12-21,2024-12-21 18:21,동지,270
2025,01,2025-01-05,2025-01-05 11:33,소한,
2025,01,2025-01-20,2025-01-20 05:00,대한,
2025,02,2025-02-03,2025-02-03 23:10,입춘,
2025,02,2025-02-18,2025-02-18 19:07,우수,
2025,03,2025-03-05,2025-03-05 17:07,경칩,
2025,03,2025-03-20,2025-03-20 18:01,춘분,
2025,04,2025-04-04,2025-04-04 21:49,청명,
2025,04,2025-04-20,2025-04-20 04:56,곡우,
2025,05,2025-05-05,2025-05-05 14:57,입하,
2025,05,2025-05-21,2025-05-21 03:55,소만,
2025,06,2025-06-05,2025-06-05 18:57,망종,
2025,06,2025-06-21,2025-06-21 11:42,하지,
2025,07,2025-07-07,2025-07-07 05:05,소서,
2025,07,2025-07-22,2025-07-22 22:29,대서,
2025,08,2025-08-07,2025-08-07 14:52,입추,
2025,08,2025-08-23,2025-08-23 05:34,처서,
2025,09,2025-09-07,2025-09-07 17:52,백로,
2025,09,2025-09-23,2025-09-23 03:19,추분,
2025,10,2025-10-08,2025-10-08 09:41,한로,
2025,10,2025-10-23,2025-10-23 12:51,상강,
2025,11,2025-11-07,2025-11-07 13:04,입동,
2025,11,2025-11-22,2025-11-22 10:36,소설,
2025,12,2025-12-07,2025-12-07 06:05,대설,
2025,12,2025-12-22,2025-12-22 00:03,동지,
2026,01,2026-01-05,2026-01-05 17:23,소한,
2026,01,2026-01-20,2026-01-20 10:45,대한,
2026,02,2026-02-04,2026-02-04 05:02,입춘,
2026,02,2026-02-19,2026-02-19 00:52,우수,
2026,03,2026-03-05,2026-03-05 22:59,경칩,
2026,03,2026-03-20,2026-03-20 23:46,춘분,
2026,04,2026-04-05,2026-04-05 03:40,청명,
2026,04,2026-04-20,2026-04-20 10:39,곡우,
2026,05,2026-05-05,2026-05-05 20:49,입하,
2026,05,2026-05-21,2026-05-21 09:37,소만,
2026,06,2026-06-06,2026-06-06 00:48,망종,
2026,06,2026-06-21,2026-06-21 17:25,하지,
2026,07,2026-07-07,2026-07-07 10:57,소서,
2026,07,2026-07-23,2026-07-23 04:13,대서,
2026,08,2026-08-07,2026-08-07 20:43,입추,
2026,08,2026-08-23,2026-08-23 11:19,처서,
2026,09,2026-09-07,2026-09-07 23:41,백로,
2026,09,2026-09-23,2026-09-23 09:05,추분,
2026,10,2026-10-08,2026-10-08 15:29,한로,
2026,10,2026-10-23,2026-10-23 18:38,상강,
2026,11,2026-11-07,2026-11-07 18:52,입동,
2026,11,2026-11-22,2026-11-22 16:23,소설,
2026,12,2026-12-07,2026-12-07 11:53,대설,
2026,12,2026-12-22,2026-12-22 05:50,동지,
2027,01,2027-01-05,2027-01-05 23:10,소한,
2027,01,2027-01-20,2027-01-20 16:30,대한,
2027,02,2027-02-04,2027-02-04 10:46,입춘,
2027,02,2027-02-19,2027-02-19 06:33,우수,
2027,03,2027-03-06,2027-03-06 04:40,경칩,
2027,03,2027-03-21,2027-03-21 05:25,춘분,
2027,04,2027-04-05,2027-04-05 09:17,청명,
2027,04,2027-04-20,2027-04-20 16:18,곡우,
2027,05,2027-05-06,2027-05-06 02:25,입하,
2027,05,2027-05-21,2027-05-21 15:18,소만,
2027,06,2027-06-06,2027-06-06 06:26,망종,
2027,06,2027-06-21,2027-06-21 23:11,하지,
2027,07,2027-07-07,2027-07-07 16:37,소서,
2027,07,2027-07-23,2027-07-23 10:05,대서,
2027,08,2027-08-08,2027-08-08 02:27,입추,
2027,08,2027-08-23,2027-08-23 17:14,처서,
2027,09,2027-09-08,2027-09-08 05:28,백로,
2027,09,2027-09-23,2027-09-23 15:02,추분,
2027,10,2027-10-08,2027-10-08 21:17,한로,
2027,10,2027-10-24,2027-10-24 00:33,상강,
2027,11,2027-11-08,2027-11-08 00:39,입동,
2027,11,2027-11-22,2027-11-22 22:16,소설,
2027,12,2027-12-07,2027-12-07 17:38,대설,
2027,12,2027-12-22,2027-12-22 11:42,동지,
